id,date,user,pc,activity
EVT-0007452,01/23/2023 11:23:23,U0089,PC-0236,Logoff
EVT-0007453,01/23/2023 07:34:59,U0090,PC-0174,Logon
EVT-0007454,01/23/2023 09:17:39,U0090,PC-0174,Logoff
EVT-0007455,01/23/2023 07:20:56,U0092,PC-0091,Logon
EVT-0007456,01/23/2023 10:33:34,U0092,PC-0091,Logoff
EVT-0007457,01/23/2023 06:58:59,U0093,PC-0217,Logon
EVT-0007458,01/23/2023 11:29:01,U0093,PC-0217,Logoff
EVT-0007459,01/23/2023 07:37:18,U0094,PC-0260,Logon
EVT-0007460,01/23/2023 10:50:05,U0094,PC-0260,Logoff
EVT-0007461,01/23/2023 09:34:43,U0094,PC-0260,Logon
EVT-0007462,01/23/2023 16:32:48,U0094,PC-0260,Logoff
EVT-0007463,01/23/2023 09:49:15,U0095,PC-0176,Logon
EVT-0007464,01/23/2023 13:40:26,U0095,PC-0176,Logoff
EVT-0007465,01/23/2023 07:44:01,U0096,PC-0174,Logon
EVT-0007466,01/23/2023 09:05:46,U0096,PC-0174,Logoff
EVT-0007467,01/23/2023 07:26:28,U0096,PC-0195,Logon
EVT-0007468,01/23/2023 13:26:36,U0096,PC-0195,Logoff
EVT-0007469,01/23/2023 09:34:28,U0098,PC-0066,Logon
EVT-0007470,01/23/2023 14:16:58,U0098,PC-0066,Logoff
EVT-0007471,01/23/2023 08:10:17,U0099,PC-0249,Logon
EVT-0007472,01/23/2023 14:54:06,U0099,PC-0249,Logoff
EVT-0007473,01/23/2023 10:17:42,U0099,PC-0249,Logon
EVT-0007474,01/23/2023 12:34:22,U0099,PC-0249,Logoff
EVT-0007475,01/23/2023 07:44:43,U0100,PC-0020,Logon
EVT-0007476,01/23/2023 08:26:22,U0100,PC-0020,Logoff
EVT-0007477,01/23/2023 06:26:30,U0102,PC-0145,Logon
EVT-0007478,01/23/2023 10:58:14,U0102,PC-0145,Logoff
EVT-0007479,01/23/2023 07:41:17,U0103,PC-0064,Logon
EVT-0007480,01/23/2023 12:57:43,U0103,PC-0064,Logoff
EVT-0007481,01/23/2023 07:37:55,U0106,PC-0111,Logon
EVT-0007482,01/23/2023 14:01:33,U0106,PC-0111,Logoff
EVT-0007483,01/23/2023 10:16:56,U0107,PC-0033,Logon
EVT-0007484,01/23/2023 16:01:48,U0107,PC-0033,Logoff
EVT-0007485,01/23/2023 10:05:21,U0108,PC-0230,Logon
EVT-0007486,01/23/2023 12:23:41,U0108,PC-0230,Logoff
EVT-0007487,01/23/2023 08:38:09,U0109,PC-0009,Logon
EVT-0007488,01/23/2023 13:04:35,U0109,PC-0009,Logoff
EVT-0007489,01/23/2023 11:13:01,U0110,PC-0090,Logon
EVT-0007490,01/23/2023 16:18:14,U0110,PC-0090,Logoff
EVT-0007491,01/23/2023 06:57:55,U0110,PC-0090,Logon
EVT-0007492,01/23/2023 10:22:23,U0110,PC-0090,Logoff
EVT-0007493,01/23/2023 07:33:10,U0111,PC-0204,Logon
EVT-0007494,01/23/2023 12:07:39,U0111,PC-0204,Logoff
EVT-0007495,01/23/2023 06:49:18,U0112,PC-0205,Logon
EVT-0007496,01/23/2023 09:55:11,U0112,PC-0205,Logoff
EVT-0007497,01/23/2023 09:01:42,U0112,PC-0205,Logon
EVT-0007498,01/23/2023 11:32:32,U0112,PC-0205,Logoff
EVT-0007499,01/23/2023 09:37:21,U0114,PC-0229,Logon
EVT-0007500,01/23/2023 15:31:28,U0114,PC-0229,Logoff
EVT-0007501,01/23/2023 09:40:17,U0114,PC-0215,Logon
EVT-0007502,01/23/2023 16:18:40,U0114,PC-0215,Logoff
EVT-0007503,01/23/2023 06:07:46,U0115,PC-0074,Logon
EVT-0007504,01/23/2023 11:22:33,U0115,PC-0074,Logoff
EVT-0007505,01/23/2023 09:30:25,U0118,PC-0038,Logon
EVT-0007506,01/23/2023 12:33:17,U0118,PC-0038,Logoff
EVT-0007507,01/23/2023 08:08:53,U0118,PC-0062,Logon
EVT-0007508,01/23/2023 12:11:55,U0118,PC-0062,Logoff
EVT-0007509,01/23/2023 10:11:59,U0119,PC-0090,Logon
EVT-0007510,01/23/2023 15:22:33,U0119,PC-0090,Logoff
EVT-0007511,01/23/2023 07:17:17,U0119,PC-0090,Logon
EVT-0007512,01/23/2023 07:47:17,U0119,PC-0090,Logoff
EVT-0007513,01/23/2023 07:16:21,U0120,PC-0283,Logon
EVT-0007514,01/23/2023 10:20:30,U0120,PC-0283,Logoff
EVT-0007515,01/23/2023 07:57:00,U0120,PC-0006,Logon
EVT-0007516,01/23/2023 08:27:00,U0120,PC-0006,Logoff
EVT-0007517,01/23/2023 09:09:19,U0121,PC-0231,Logon
EVT-0007518,01/23/2023 09:39:19,U0121,PC-0231,Logoff
EVT-0007519,01/23/2023 09:38:01,U0121,PC-0231,Logon
EVT-0007520,01/23/2023 12:39:41,U0121,PC-0231,Logoff
EVT-0007521,01/23/2023 10:15:00,U0122,PC-0166,Logon
EVT-0007522,01/23/2023 13:39:22,U0122,PC-0166,Logoff
EVT-0007523,01/23/2023 07:52:59,U0124,PC-0016,Logon
EVT-0007524,01/23/2023 11:00:59,U0124,PC-0016,Logoff
EVT-0007525,01/23/2023 08:48:28,U0124,PC-0151,Logon
EVT-0007526,01/23/2023 14:45:09,U0124,PC-0151,Logoff
EVT-0007527,01/23/2023 07:48:57,U0126,PC-0055,Logon
EVT-0007528,01/23/2023 12:34:09,U0126,PC-0055,Logoff
EVT-0007529,01/23/2023 07:48:27,U0128,PC-0202,Logon
EVT-0007530,01/23/2023 12:56:40,U0128,PC-0202,Logoff
EVT-0007531,01/23/2023 07:50:23,U0129,PC-0275,Logon
EVT-0007532,01/23/2023 08:20:42,U0129,PC-0275,Logoff
EVT-0007533,01/23/2023 06:55:25,U0131,PC-0050,Logon
EVT-0007534,01/23/2023 07:25:25,U0131,PC-0050,Logoff
EVT-0007535,01/23/2023 08:32:34,U0131,PC-0050,Logon
EVT-0007536,01/23/2023 16:35:58,U0131,PC-0050,Logoff
EVT-0007537,01/23/2023 09:31:15,U0133,PC-0154,Logon
EVT-0007538,01/23/2023 11:40:30,U0133,PC-0154,Logoff
EVT-0007539,01/23/2023 08:26:09,U0133,PC-0154,Logon
EVT-0007540,01/23/2023 15:32:57,U0133,PC-0154,Logoff
EVT-0007541,01/23/2023 08:25:51,U0134,PC-0158,Logon
EVT-0007542,01/23/2023 12:59:12,U0134,PC-0158,Logoff
EVT-0007543,01/23/2023 08:23:37,U0135,PC-0057,Logon
EVT-0007544,01/23/2023 13:09:31,U0135,PC-0057,Logoff
EVT-0007545,01/23/2023 10:54:56,U0135,PC-0057,Logon
EVT-0007546,01/23/2023 11:24:56,U0135,PC-0057,Logoff
EVT-0007547,01/23/2023 08:16:11,U0136,PC-0242,Logon
EVT-0007548,01/23/2023 12:45:08,U0136,PC-0242,Logoff
EVT-0007549,01/23/2023 10:36:39,U0137,PC-0136,Logon
EVT-0007550,01/23/2023 19:17:04,U0137,PC-0136,Logoff
EVT-0007551,01/23/2023 07:29:59,U0137,PC-0136,Logon
EVT-0007552,01/23/2023 12:50:37,U0137,PC-0136,Logoff
EVT-0007553,01/23/2023 09:24:39,U0138,PC-0163,Logon
EVT-0007554,01/23/2023 17:11:51,U0138,PC-0163,Logoff
EVT-0007555,01/23/2023 11:42:52,U0138,PC-0163,Logon
EVT-0007556,01/23/2023 13:04:29,U0138,PC-0163,Logoff
EVT-0007557,01/23/2023 09:47:30,U0139,PC-0022,Logon
EVT-0007558,01/23/2023 17:03:00,U0139,PC-0022,Logoff
EVT-0007559,01/23/2023 06:31:28,U0141,PC-0071,Logon
EVT-0007560,01/23/2023 09:45:17,U0141,PC-0071,Logoff
EVT-0007561,01/23/2023 06:00:19,U0141,PC-0071,Logon
EVT-0007562,01/23/2023 12:30:48,U0141,PC-0071,Logoff
EVT-0007563,01/23/2023 08:55:51,U0143,PC-0005,Logon
EVT-0007564,01/23/2023 12:49:51,U0143,PC-0005,Logoff
EVT-0007565,01/23/2023 07:20:12,U0143,PC-0005,Logon
EVT-0007566,01/23/2023 10:23:27,U0143,PC-0005,Logoff
EVT-0007567,01/23/2023 10:09:08,U0145,PC-0219,Logon
EVT-0007568,01/23/2023 13:44:47,U0145,PC-0219,Logoff
EVT-0007569,01/23/2023 09:19:03,U0146,PC-0137,Logon
EVT-0007570,01/23/2023 13:20:17,U0146,PC-0137,Logoff
EVT-0007571,01/23/2023 09:39:46,U0147,PC-0160,Logon
EVT-0007572,01/23/2023 13:10:57,U0147,PC-0160,Logoff
EVT-0007573,01/23/2023 10:47:41,U0147,PC-0160,Logon
EVT-0007574,01/23/2023 16:15:03,U0147,PC-0160,Logoff
EVT-0007575,01/23/2023 10:36:04,U0148,PC-0276,Logon
EVT-0007576,01/23/2023 12:14:53,U0148,PC-0276,Logoff
EVT-0007577,01/23/2023 10:36:31,U0150,PC-0262,Logon
EVT-0007578,01/23/2023 14:51:39,U0150,PC-0262,Logoff
EVT-0007579,01/23/2023 09:34:27,U0151,PC-0158,Logon
EVT-0007580,01/23/2023 15:33:07,U0151,PC-0158,Logoff
EVT-0007581,01/23/2023 09:10:47,U0151,PC-0158,Logon
EVT-0007582,01/23/2023 11:28:20,U0151,PC-0158,Logoff
EVT-0007583,01/23/2023 08:39:45,U0152,PC-0036,Logon
EVT-0007584,01/23/2023 12:57:06,U0152,PC-0036,Logoff
EVT-0007585,01/23/2023 07:53:14,U0153,PC-0249,Logon
EVT-0007586,01/23/2023 11:43:02,U0153,PC-0249,Logoff
EVT-0007587,01/23/2023 06:06:39,U0155,PC-0058,Logon
EVT-0007588,01/23/2023 12:11:48,U0155,PC-0058,Logoff
EVT-0007589,01/23/2023 06:08:58,U0155,PC-0058,Logon
EVT-0007590,01/23/2023 09:08:44,U0155,PC-0058,Logoff
EVT-0007591,01/23/2023 06:25:34,U0156,PC-0023,Logon
EVT-0007592,01/23/2023 07:14:50,U0156,PC-0023,Logoff
EVT-0007593,01/23/2023 10:15:40,U0157,PC-0165,Logon
EVT-0007594,01/23/2023 15:45:25,U0157,PC-0165,Logoff
EVT-0007595,01/23/2023 07:59:33,U0158,PC-0090,Logon
EVT-0007596,01/23/2023 10:37:45,U0158,PC-0090,Logoff
EVT-0007597,01/23/2023 07:48:48,U0158,PC-0090,Logon
EVT-0007598,01/23/2023 13:47:45,U0158,PC-0090,Logoff
EVT-0007599,01/23/2023 08:15:50,U0159,PC-0124,Logon
EVT-0007600,01/23/2023 12:04:31,U0159,PC-0124,Logoff
EVT-0007601,01/23/2023 07:10:20,U0159,PC-0124,Logon
EVT-0007602,01/23/2023 11:13:51,U0159,PC-0124,Logoff
EVT-0007603,01/23/2023 07:39:20,U0160,PC-0170,Logon
EVT-0007604,01/23/2023 09:44:40,U0160,PC-0170,Logoff
EVT-0007605,01/23/2023 10:31:12,U0161,PC-0246,Logon
EVT-0007606,01/23/2023 14:42:25,U0161,PC-0246,Logoff
EVT-0007607,01/23/2023 06:03:14,U0162,PC-0123,Logon
EVT-0007608,01/23/2023 10:10:35,U0162,PC-0123,Logoff
EVT-0007609,01/23/2023 09:21:53,U0163,PC-0051,Logon
EVT-0007610,01/23/2023 13:07:33,U0163,PC-0051,Logoff
EVT-0007611,01/23/2023 06:12:13,U0165,PC-0132,Logon
EVT-0007612,01/23/2023 08:54:11,U0165,PC-0132,Logoff
EVT-0007613,01/23/2023 08:18:54,U0166,PC-0018,Logon
EVT-0007614,01/23/2023 13:31:53,U0166,PC-0018,Logoff
EVT-0007615,01/23/2023 09:38:00,U0167,PC-0248,Logon
EVT-0007616,01/23/2023 12:17:00,U0167,PC-0248,Logoff
EVT-0007617,01/23/2023 08:47:34,U0167,PC-0248,Logon
EVT-0007618,01/23/2023 12:48:42,U0167,PC-0248,Logoff
EVT-0007619,01/23/2023 08:04:59,U0168,PC-0147,Logon
EVT-0007620,01/23/2023 10:21:47,U0168,PC-0147,Logoff
EVT-0007621,01/23/2023 07:20:04,U0170,PC-0005,Logon
EVT-0007622,01/23/2023 09:13:41,U0170,PC-0005,Logoff
EVT-0007623,01/23/2023 08:58:44,U0171,PC-0139,Logon
EVT-0007624,01/23/2023 10:13:57,U0171,PC-0139,Logoff
EVT-0007625,01/23/2023 10:42:10,U0172,PC-0204,Logon
EVT-0007626,01/23/2023 16:21:05,U0172,PC-0204,Logoff
EVT-0007627,01/23/2023 07:22:24,U0172,PC-0204,Logon
EVT-0007628,01/23/2023 10:55:37,U0172,PC-0204,Logoff
EVT-0007629,01/23/2023 11:35:50,U0173,PC-0178,Logon
EVT-0007630,01/23/2023 16:26:35,U0173,PC-0178,Logoff
EVT-0007631,01/23/2023 09:47:05,U0173,PC-0178,Logon
EVT-0007632,01/23/2023 13:48:05,U0173,PC-0178,Logoff
EVT-0007633,01/23/2023 07:16:17,U0174,PC-0168,Logon
EVT-0007634,01/23/2023 14:41:52,U0174,PC-0168,Logoff
EVT-0007635,01/23/2023 07:42:07,U0175,PC-0152,Logon
EVT-0007636,01/23/2023 10:22:48,U0175,PC-0152,Logoff
EVT-0007637,01/23/2023 10:30:00,U0175,PC-0006,Logon
EVT-0007638,01/23/2023 15:10:32,U0175,PC-0006,Logoff
EVT-0007639,01/23/2023 10:45:19,U0176,PC-0003,Logon
EVT-0007640,01/23/2023 12:30:12,U0176,PC-0003,Logoff
EVT-0007641,01/23/2023 09:01:48,U0177,PC-0014,Logon
EVT-0007642,01/23/2023 14:06:37,U0177,PC-0014,Logoff
EVT-0007643,01/23/2023 10:09:11,U0177,PC-0277,Logon
EVT-0007644,01/23/2023 12:41:15,U0177,PC-0277,Logoff
EVT-0007645,01/23/2023 07:25:49,U0178,PC-0293,Logon
EVT-0007646,01/23/2023 09:00:41,U0178,PC-0293,Logoff
EVT-0007647,01/23/2023 08:52:34,U0181,PC-0164,Logon
EVT-0007648,01/23/2023 14:47:58,U0181,PC-0164,Logoff
EVT-0007649,01/23/2023 06:01:42,U0182,PC-0282,Logon
EVT-0007650,01/23/2023 07:48:31,U0182,PC-0282,Logoff
EVT-0007651,01/23/2023 07:20:10,U0182,PC-0282,Logon
EVT-0007652,01/23/2023 11:02:51,U0182,PC-0282,Logoff
EVT-0007653,01/23/2023 11:18:44,U0183,PC-0079,Logon
EVT-0007654,01/23/2023 17:37:51,U0183,PC-0079,Logoff
EVT-0007655,01/23/2023 06:46:15,U0183,PC-0079,Logon
EVT-0007656,01/23/2023 08:24:11,U0183,PC-0079,Logoff
EVT-0007657,01/23/2023 08:12:38,U0184,PC-0128,Logon
EVT-0007658,01/23/2023 12:42:33,U0184,PC-0128,Logoff
EVT-0007659,01/23/2023 07:32:58,U0184,PC-0128,Logon
EVT-0007660,01/23/2023 15:15:16,U0184,PC-0128,Logoff
EVT-0007661,01/23/2023 08:31:02,U0185,PC-0192,Logon
EVT-0007662,01/23/2023 09:01:02,U0185,PC-0192,Logoff
EVT-0007663,01/23/2023 08:10:02,U0187,PC-0023,Logon
EVT-0007664,01/23/2023 12:08:20,U0187,PC-0023,Logoff
EVT-0007665,01/23/2023 08:39:05,U0187,PC-0023,Logon
EVT-0007666,01/23/2023 10:00:31,U0187,PC-0023,Logoff
EVT-0007667,01/23/2023 08:12:43,U0188,PC-0219,Logon
EVT-0007668,01/23/2023 11:36:21,U0188,PC-0219,Logoff
EVT-0007669,01/23/2023 09:06:06,U0188,PC-0219,Logon
EVT-0007670,01/23/2023 14:40:27,U0188,PC-0219,Logoff
EVT-0007671,01/23/2023 06:21:10,U0189,PC-0110,Logon
EVT-0007672,01/23/2023 09:30:20,U0189,PC-0110,Logoff
EVT-0007673,01/23/2023 08:07:38,U0189,PC-0110,Logon
EVT-0007674,01/23/2023 15:03:10,U0189,PC-0110,Logoff
EVT-0007675,01/23/2023 08:43:43,U0190,PC-0161,Logon
EVT-0007676,01/23/2023 14:50:35,U0190,PC-0161,Logoff
EVT-0007677,01/23/2023 09:57:30,U0191,PC-0161,Logon
EVT-0007678,01/23/2023 14:07:14,U0191,PC-0161,Logoff
EVT-0007679,01/23/2023 07:45:17,U0192,PC-0197,Logon
EVT-0007680,01/23/2023 11:58:49,U0192,PC-0197,Logoff
EVT-0007681,01/23/2023 07:03:55,U0192,PC-0197,Logon
EVT-0007682,01/23/2023 07:33:55,U0192,PC-0197,Logoff
EVT-0007683,01/23/2023 11:05:28,U0194,PC-0252,Logon
EVT-0007684,01/23/2023 13:00:34,U0194,PC-0252,Logoff
EVT-0007685,01/23/2023 08:39:36,U0195,PC-0235,Logon
EVT-0007686,01/23/2023 13:09:22,U0195,PC-0235,Logoff
EVT-0007687,01/23/2023 08:56:50,U0195,PC-0235,Logon
EVT-0007688,01/23/2023 14:32:26,U0195,PC-0235,Logoff
EVT-0007689,01/23/2023 09:26:11,U0196,PC-0280,Logon
EVT-0007690,01/23/2023 13:25:18,U0196,PC-0280,Logoff
EVT-0007691,01/23/2023 07:59:00,U0196,PC-0280,Logon
EVT-0007692,01/23/2023 09:28:31,U0196,PC-0280,Logoff
EVT-0007693,01/23/2023 09:47:34,U0197,PC-0122,Logon
EVT-0007694,01/23/2023 15:17:37,U0197,PC-0122,Logoff
EVT-0007695,01/23/2023 06:58:28,U0198,PC-0199,Logon
EVT-0007696,01/23/2023 13:34:50,U0198,PC-0199,Logoff
EVT-0007697,01/23/2023 11:03:25,U0199,PC-0075,Logon
EVT-0007698,01/23/2023 16:25:54,U0199,PC-0075,Logoff
EVT-0007699,01/23/2023 07:53:00,U0199,PC-0075,Logon
EVT-0007700,01/23/2023 12:46:46,U0199,PC-0075,Logoff
EVT-0007701,01/24/2023 08:40:27,U0001,PC-0160,Logon
EVT-0007702,01/24/2023 12:06:57,U0001,PC-0160,Logoff
EVT-0007703,01/24/2023 08:13:37,U0002,PC-0061,Logon
EVT-0007704,01/24/2023 12:04:17,U0002,PC-0061,Logoff
EVT-0007705,01/24/2023 08:23:08,U0003,PC-0135,Logon
EVT-0007706,01/24/2023 12:52:03,U0003,PC-0135,Logoff
EVT-0007707,01/24/2023 07:49:29,U0003,PC-0293,Logon
EVT-0007708,01/24/2023 14:24:52,U0003,PC-0293,Logoff
EVT-0007709,01/24/2023 06:23:14,U0003,PC-0293,Logon
EVT-0007710,01/24/2023 09:06:02,U0003,PC-0293,Logoff
EVT-0007711,01/24/2023 06:25:02,U0003,PC-0274,Logon
EVT-0007712,01/24/2023 08:44:04,U0003,PC-0274,Logoff
EVT-0007713,01/24/2023 06:31:59,U0004,PC-0051,Logon
EVT-0007714,01/24/2023 13:31:12,U0004,PC-0051,Logoff
EVT-0007715,01/24/2023 07:40:37,U0004,PC-0051,Logon
EVT-0007716,01/24/2023 14:57:55,U0004,PC-0051,Logoff
EVT-0007717,01/24/2023 09:35:38,U0004,PC-0051,Logon
EVT-0007718,01/24/2023 14:02:25,U0004,PC-0051,Logoff
EVT-0007719,01/24/2023 08:32:05,U0004,PC-0051,Logon
EVT-0007720,01/24/2023 14:16:43,U0004,PC-0051,Logoff
EVT-0007721,01/24/2023 09:24:22,U0005,PC-0039,Logon
EVT-0007722,01/24/2023 15:08:25,U0005,PC-0039,Logoff
EVT-0007723,01/24/2023 08:25:10,U0006,PC-0195,Logon
EVT-0007724,01/24/2023 10:24:35,U0006,PC-0195,Logoff
EVT-0007725,01/24/2023 06:09:07,U0006,PC-0195,Logon
EVT-0007726,01/24/2023 08:24:28,U0006,PC-0195,Logoff
EVT-0007727,01/24/2023 07:26:24,U0006,PC-0210,Logon
EVT-0007728,01/24/2023 11:29:39,U0006,PC-0210,Logoff
EVT-0007729,01/24/2023 09:27:01,U0007,PC-0161,Logon
EVT-0007730,01/24/2023 11:59:55,U0007,PC-0161,Logoff
EVT-0007731,01/24/2023 06:57:58,U0009,PC-0105,Logon
EVT-0007732,01/24/2023 08:21:59,U0009,PC-0105,Logoff
EVT-0007733,01/24/2023 09:04:23,U0009,PC-0105,Logon
EVT-0007734,01/24/2023 14:26:34,U0009,PC-0105,Logoff
EVT-0007735,01/24/2023 08:14:43,U0010,PC-0289,Logon
EVT-0007736,01/24/2023 11:33:54,U0010,PC-0289,Logoff
EVT-0007737,01/24/2023 09:51:06,U0010,PC-0289,Logon
EVT-0007738,01/24/2023 13:13:03,U0010,PC-0289,Logoff
EVT-0007739,01/24/2023 07:03:23,U0011,PC-0146,Logon
EVT-0007740,01/24/2023 12:49:24,U0011,PC-0146,Logoff
EVT-0007741,01/24/2023 08:37:20,U0013,PC-0002,Logon
EVT-0007742,01/24/2023 13:55:09,U0013,PC-0002,Logoff
EVT-0007743,01/24/2023 08:24:16,U0013,PC-0002,Logon
EVT-0007744,01/24/2023 12:07:29,U0013,PC-0002,Logoff
EVT-0007745,01/24/2023 09:20:44,U0015,PC-0182,Logon
EVT-0007746,01/24/2023 16:17:13,U0015,PC-0182,Logoff
EVT-0007747,01/24/2023 10:20:46,U0015,PC-0182,Logon
EVT-0007748,01/24/2023 13:02:25,U0015,PC-0182,Logoff
EVT-0007749,01/24/2023 08:40:36,U0016,PC-0137,Logon
EVT-0007750,01/24/2023 09:10:36,U0016,PC-0137,Logoff
EVT-0007751,01/24/2023 11:54:45,U0017,PC-0013,Logon
EVT-0007752,01/24/2023 14:52:14,U0017,PC-0013,Logoff
EVT-0007753,01/24/2023 08:56:07,U0017,PC-0013,Logon
EVT-0007754,01/24/2023 14:40:54,U0017,PC-0013,Logoff
EVT-0007755,01/24/2023 10:31:16,U0019,PC-0296,Logon
EVT-0007756,01/24/2023 12:22:21,U0019,PC-0296,Logoff
EVT-0007757,01/24/2023 06:23:43,U0022,PC-0243,Logon
EVT-0007758,01/24/2023 13:25:18,U0022,PC-0243,Logoff
EVT-0007759,01/24/2023 09:47:44,U0022,PC-0243,Logon
EVT-0007760,01/24/2023 10:17:44,U0022,PC-0243,Logoff
EVT-0007761,01/24/2023 08:16:15,U0023,PC-0126,Logon
EVT-0007762,01/24/2023 11:27:11,U0023,PC-0126,Logoff
EVT-0007763,01/24/2023 08:11:10,U0023,PC-0185,Logon
EVT-0007764,01/24/2023 11:19:21,U0023,PC-0185,Logoff
EVT-0007765,01/24/2023 07:54:52,U0024,PC-0218,Logon
EVT-0007766,01/24/2023 12:00:43,U0024,PC-0218,Logoff
EVT-0007767,01/24/2023 07:13:50,U0024,PC-0218,Logon
EVT-0007768,01/24/2023 08:14:53,U0024,PC-0218,Logoff
EVT-0007769,01/24/2023 06:18:16,U0026,PC-0288,Logon
EVT-0007770,01/24/2023 08:42:56,U0026,PC-0288,Logoff
EVT-0007771,01/24/2023 07:52:25,U0028,PC-0300,Logon
EVT-0007772,01/24/2023 14:55:29,U0028,PC-0300,Logoff
EVT-0007773,01/24/2023 06:41:11,U0029,PC-0113,Logon
EVT-0007774,01/24/2023 13:28:09,U0029,PC-0113,Logoff
EVT-0007775,01/24/2023 06:39:59,U0029,PC-0113,Logon
EVT-0007776,01/24/2023 12:19:59,U0029,PC-0113,Logoff
EVT-0007777,01/24/2023 07:41:09,U0030,PC-0123,Logon
EVT-0007778,01/24/2023 08:11:09,U0030,PC-0123,Logoff
EVT-0007779,01/24/2023 09:44:00,U0031,PC-0097,Logon
EVT-0007780,01/24/2023 13:51:14,U0031,PC-0097,Logoff
EVT-0007781,01/24/2023 08:17:18,U0032,PC-0016,Logon
EVT-0007782,01/24/2023 11:03:00,U0032,PC-0016,Logoff
EVT-0007783,01/24/2023 07:37:33,U0033,PC-0132,Logon
EVT-0007784,01/24/2023 11:39:05,U0033,PC-0132,Logoff
EVT-0007785,01/24/2023 06:30:21,U0033,PC-0132,Logon
EVT-0007786,01/24/2023 08:15:09,U0033,PC-0132,Logoff
EVT-0007787,01/24/2023 07:21:08,U0034,PC-0102,Logon
EVT-0007788,01/24/2023 12:44:49,U0034,PC-0102,Logoff
EVT-0007789,01/24/2023 09:27:36,U0035,PC-0216,Logon
EVT-0007790,01/24/2023 12:21:26,U0035,PC-0216,Logoff
EVT-0007791,01/24/2023 09:07:01,U0036,PC-0202,Logon
EVT-0007792,01/24/2023 17:56:55,U0036,PC-0202,Logoff
EVT-0007793,01/24/2023 09:09:11,U0037,PC-0195,Logon
EVT-0007794,01/24/2023 13:01:11,U0037,PC-0195,Logoff
EVT-0007795,01/24/2023 06:49:09,U0037,PC-0195,Logon
EVT-0007796,01/24/2023 11:58:21,U0037,PC-0195,Logoff
EVT-0007797,01/24/2023 06:13:04,U0038,PC-0142,Logon
EVT-0007798,01/24/2023 10:55:08,U0038,PC-0142,Logoff
EVT-0007799,01/24/2023 08:02:25,U0038,PC-0142,Logon
EVT-0007800,01/24/2023 08:58:21,U0038,PC-0142,Logoff
EVT-0007801,01/24/2023 08:51:28,U0039,PC-0286,Logon
EVT-0007802,01/24/2023 12:22:56,U0039,PC-0286,Logoff
EVT-0007803,01/24/2023 07:51:02,U0039,PC-0252,Logon
EVT-0007804,01/24/2023 12:58:40,U0039,PC-0252,Logoff
EVT-0007805,01/24/2023 09:19:08,U0040,PC-0243,Logon
EVT-0007806,01/24/2023 15:23:19,U0040,PC-0243,Logoff
EVT-0007807,01/24/2023 10:40:30,U0040,PC-0243,Logon
EVT-0007808,01/24/2023 16:34:09,U0040,PC-0243,Logoff
EVT-0007809,01/24/2023 08:31:17,U0041,PC-0223,Logon
EVT-0007810,01/24/2023 11:27:58,U0041,PC-0223,Logoff
EVT-0007811,01/24/2023 06:32:10,U0041,PC-0275,Logon
EVT-0007812,01/24/2023 11:06:01,U0041,PC-0275,Logoff
EVT-0007813,01/24/2023 09:00:53,U0042,PC-0092,Logon
EVT-0007814,01/24/2023 14:59:26,U0042,PC-0092,Logoff
EVT-0007815,01/24/2023 08:02:15,U0042,PC-0092,Logon
EVT-0007816,01/24/2023 11:44:44,U0042,PC-0092,Logoff
EVT-0007817,01/24/2023 09:22:40,U0043,PC-0252,Logon
EVT-0007818,01/24/2023 10:36:13,U0043,PC-0252,Logoff
EVT-0007819,01/24/2023 10:26:46,U0044,PC-0294,Logon
EVT-0007820,01/24/2023 12:03:25,U0044,PC-0294,Logoff
EVT-0007821,01/24/2023 07:31:41,U0044,PC-0034,Logon
EVT-0007822,01/24/2023 12:05:18,U0044,PC-0034,Logoff
EVT-0007823,01/24/2023 07:37:44,U0045,PC-0116,Logon
EVT-0007824,01/24/2023 11:25:46,U0045,PC-0116,Logoff
EVT-0007825,01/24/2023 08:45:17,U0047,PC-0150,Logon
EVT-0007826,01/24/2023 09:15:17,U0047,PC-0150,Logoff
EVT-0007827,01/24/2023 08:38:58,U0047,PC-0150,Logon
EVT-0007828,01/24/2023 12:11:06,U0047,PC-0150,Logoff
EVT-0007829,01/24/2023 10:56:20,U0048,PC-0059,Logon
EVT-0007830,01/24/2023 15:38:33,U0048,PC-0059,Logoff
EVT-0007831,01/24/2023 09:44:51,U0048,PC-0059,Logon
EVT-0007832,01/24/2023 13:53:33,U0048,PC-0059,Logoff
EVT-0007833,01/24/2023 09:27:18,U0049,PC-0148,Logon
EVT-0007834,01/24/2023 10:21:45,U0049,PC-0148,Logoff
EVT-0007835,01/24/2023 08:16:57,U0050,PC-0021,Logon
EVT-0007836,01/24/2023 08:46:57,U0050,PC-0021,Logoff
EVT-0007837,01/24/2023 10:37:45,U0051,PC-0090,Logon
EVT-0007838,01/24/2023 16:30:53,U0051,PC-0090,Logoff
EVT-0007839,01/24/2023 06:21:39,U0052,PC-0083,Logon
EVT-0007840,01/24/2023 06:51:39,U0052,PC-0083,Logoff
EVT-0007841,01/24/2023 08:44:04,U0054,PC-0148,Logon
EVT-0007842,01/24/2023 13:05:36,U0054,PC-0148,Logoff
EVT-0007843,01/24/2023 06:58:56,U0054,PC-0148,Logon
EVT-0007844,01/24/2023 11:59:24,U0054,PC-0148,Logoff
EVT-0007845,01/24/2023 10:45:58,U0057,PC-0283,Logon
